L2_ID,두산 L2,L3_ID,L3_Name,L4_ID,L4_Name,L4_Description,L5_ID,L5_Name,L5_Description
1,채용,1.3,채용 홍보 활동 (오프라인),1.3.1,캠퍼스 리쿠르팅 준비/운영,,1.3.1.2,C/R 지원 업체 선정 및 계약,C/R 지원을 위한 업체(세부적인 업무) 선정 및 계약 체결
1,채용,1.3,채용 홍보 활동 (오프라인),1.3.1,캠퍼스 리쿠르팅 준비/운영,,1.3.1.3,학교·기관 등 사전 일정 협의,"대학·기관·교수님과 협의하여 장소와 일정, 참여 조건을 확정함"
1,채용,1.3,채용 홍보 활동 (오프라인),1.3.1,캠퍼스 리쿠르팅 준비/운영,,1.3.1.4,C/R 운영 인원 선정,C/R 운영을 위한 HR 및 현업 Recruiter를 선발함
1,채용,1.3,채용 홍보 활동 (오프라인),1.3.1,캠퍼스 리쿠르팅 준비/운영,,1.3.1.5,C/R 운영 인원 대상 설명회 진행,"선정된 운영 인원에게 C/R 물품 안내 및 운영 방식을 설명, 교육함"
1,채용,1.3,채용 홍보 활동 (오프라인),1.3.1,캠퍼스 리쿠르팅 준비/운영,,1.3.1.6,C/R 물품 배부,학교별 recruiting 선물 및 C/R에 필요한 물품을 배부함
1,채용,1.3,채용 홍보 활동 (오프라인),1.3.1,캠퍼스 리쿠르팅 준비/운영,,1.3.1.7,참가자 모집,학생 및 구직자를 대상으로 참가 신청을 접수하고 명단을 관리함
1,채용,1.3,채용 홍보 활동 (오프라인),1.3.1,캠퍼스 리쿠르팅 준비/운영,,1.3.1.8,발표자료 준비,"회사 소개, 채용 절차, 직무 설명 자료를 준비함"
1,채용,1.3,채용 홍보 활동 (오프라인),1.3.1,캠퍼스 리쿠르팅 준비/운영,,1.3.1.9,C/R 사전 홍보 진행,"C/R 방문 대학 취업센터, Target 학과 사무실 등에 C/R 홍보 요청 (E-mail, 전화 등)"
1,채용,1.3,채용 홍보 활동 (오프라인),1.3.1,캠퍼스 리쿠르팅 준비/운영,,1.3.1.10,C/R 현장 운영,"C/R  당일 방문자 상담카드 작성, 회사 소개, 채용 홍보, 질의응답 등 운영"
1,채용,1.3,채용 홍보 활동 (오프라인),1.3.1,캠퍼스 리쿠르팅 준비/운영,,1.3.1.11,C/R 현장 채용 상담 진행,현장에서 방문자 대상 채용 상담을 진행함
1,채용,1.3,채용 홍보 활동 (오프라인),1.3.1,캠퍼스 리쿠르팅 준비/운영,,1.3.1.12,C/R 현장 채용설명회 진행,현장에서 방문자 대상 채용설명회를 진행함
1,채용,1.3,채용 홍보 활동 (오프라인),1.3.1,캠퍼스 리쿠르팅 준비/운영,,1.3.1.13,대학 취업센터 방문/홍보,"C/R 방문 대학 취업센터에 방문하여 회사 채용 소개, 홍보 요청 및 선물 전달"
1,채용,1.3,채용 홍보 활동 (오프라인),1.3.1,캠퍼스 리쿠르팅 준비/운영,,1.3.1.14,Target 학과 학과사무실 방문/홍보,"C/R 방문 대학 Target 학과사무실에 방문하여 회사 채용 소개, 홍보 요청 및 선물 전달"
1,채용,1.3,채용 홍보 활동 (오프라인),1.3.1,캠퍼스 리쿠르팅 준비/운영,,1.3.1.15,Target 학과 교수 방문/홍보,"C/R 방문 대학 Target 교수 연구실에 방문하여 회사 채용 소개, 홍보 요청 및 선물 전달"
1,채용,1.3,채용 홍보 활동 (오프라인),1.3.1,캠퍼스 리쿠르팅 준비/운영,,1.3.1.16,Target 대학원 연구실 방문/홍보,C/R 방문 대학 Target 대학언 연구실(대학원생)에 방문하여 회사  채용 소개 및 C/R 참석 독려
1,채용,1.3,채용 홍보 활동 (오프라인),1.3.1,캠퍼스 리쿠르팅 준비/운영,,1.3.1.17,피드백 수집,C/R 종료 후 HR/Recruiter로부터 피드백을 수집함
1,채용,1.3,채용 홍보 활동 (오프라인),1.3.1,캠퍼스 리쿠르팅 준비/운영,,1.3.1.18,결과 보고,행사 결과를 정리하여 내부 보고함
1,채용,1.3,채용 홍보 활동 (오프라인),1.3.1,캠퍼스 리쿠르팅 준비/운영,,1.3.1.19,사후 관리,참가자 데이터 베이스를 업데이트하고 후속 채용 절차를 연계함
1,채용,1.3,채용 홍보 활동 (오프라인),1.3.2,채용설명회 준비/운영,채용 설명회를 운영하는 업무,1.3.2.1,대상 학교 확정,설명회를 진행할 대상 기관을 확정한 뒤 장소 및 일정을 block함
1,채용,1.3,채용 홍보 활동 (오프라인),1.3.2,채용설명회 준비/운영,,1.3.2.2,Top Team 일정 확인,Top Team의 가능한 일정 확인한 뒤 비서를 통해 일정 block을 요청함
1,채용,1.3,채용 홍보 활동 (오프라인),1.3.2,채용설명회 준비/운영,,1.3.2.3,설명회 자료 준비,Top Team이 진행할 설명회의 발표자료를 제작한 뒤 Top Team에게 보고 후 피드백 반영하여 수정 작업
1,채용,1.3,채용 홍보 활동 (오프라인),1.3.2,채용설명회 준비/운영,,1.3.2.4,방문 교수 일정 확인 및 Arr.,설명회 당일 Top Team이 별도 방문하여 meeting할 교수 선정 및 일정 Arr.
1,채용,1.3,채용 홍보 활동 (오프라인),1.3.2,채용설명회 준비/운영,,1.3.2.5,선물 준비,설명회에 참석할 인원의 recruiting 선물을 선정한 뒤 홍보업체를 통해 구매 요청함
1,채용,1.3,채용 홍보 활동 (오프라인),1.3.2,채용설명회 준비/운영,,1.3.2.6,사전 신청 접수,접수 양식을 통해 사전 신청 접수 및 참석 예정 인원 확인. 사전 질문 조사
1,채용,1.3,채용 홍보 활동 (오프라인),1.3.2,채용설명회 준비/운영,,1.3.2.7,사전 질문 검토 및 선정,설명회 사전 질문 취합 후 선정한 뒤 유관 부서에 답변 요청 후 내부 보고
1,채용,1.3,채용 홍보 활동 (오프라인),1.3.2,채용설명회 준비/운영,,1.3.2.8,알림 문자 발송,사전 신청자 대상 문자 발송
1,채용,1.3,채용 홍보 활동 (오프라인),1.3.2,채용설명회 준비/운영,,1.3.2.9,사전 답사,"설명회 장소를 사전에 방문하여 Top Team의 이동 동선 및 대기실, 설명회 장소 환경 확인"
1,채용,1.3,채용 홍보 활동 (오프라인),1.3.2,채용설명회 준비/운영,,1.3.2.10,당일 운영,설명회 진행 및 경품 배부
1,채용,1.4,채용 예산 수립,1.4.1,채용 예산 수립,채용 활동에 필요한 비용을 산출하고 경영진 승인 절차를 거치는 업무,1.4.1.1,채용 예산 초안 작성,"광고, 면접 운영, 외부 업체 사용 비용 등을 포함한 전체 예산안을 작성함"
1,채용,1.4,채용 예산 수립,1.4.1,채용 예산 수립,,1.4.1.2,채용 예산(안) 검토 및 협의,HR팀과 재무팀이 함께 예산안을 검토·조정함
1,채용,1.4,채용 예산 수립,1.4.1,채용 예산 수립,,1.4.1.3,경영진 승인 요청 제출,최종 예산안을 경영진에 제출하여 승인받음
1,채용,1.5,연간 인력계획 수립,1.5.1,당해년도 인력 현황 분석,현재 회사의 인력 규모와 직무를 파악하는 업무,1.5.1.1,인력 현황 데이터 추출,특정 기준에 맞는 회사 인력현황 Raw Data 다운로드
1,채용,1.5,연간 인력계획 수립,1.5.1,당해년도 인력 현황 분석,,1.5.1.2,인력 현황 데이터 정리,분석 기준에 맞춰 인력현황 데이터 Cleansing 및 정리
1,채용,1.5,연간 인력계획 수립,1.5.2,차년도 인력 수요 예측,사업계획과 조직 운영 현황을 기반으로 필요한 인력 규모와 직무를 파악하는 업무,1.5.2.1,인력 수요 조사 요청 발송,BG/BU HR(또는 현업 부서)에 차년도 인력 수요 및 사유를 요청함
1,채용,1.5,연간 인력계획 수립,1.5.2,차년도 인력 수요 예측,,1.5.2.2,인력 수요 데이터 취합 및 검토,제출된 인력 수요 자료를 모아 검토·분석함
1,채용,1.5,연간 인력계획 수립,1.5.2,차년도 인력 수요 예측,,1.5.2.3,인력 수요 매핑,연간 사업계획과 인력 수요를 비교하여 우선순위를 도출함(필요 시 재무부서(=인건비 증가분) 협의 포함)
1,채용,1.5,연간 인력계획 수립,1.5.2,차년도 인력 수요 예측,,1.5.2.4,인력 수요 협의,각 조직과 조정된 인력 수요를 최종 협의함
1,채용,1.5,연간 인력계획 수립,1.5.2,차년도 인력 수요 예측,,1.5.2.5,보고자료 작성 (Reporting),경영진 보고 완료된 차년도 인력 계획을 각 부서에 전달함
1,채용,1.5,연간 인력계획 수립,1.5.2,차년도 인력 수요 예측,,1.5.2.6,경영진 보고 및 확정,최종 계획을 경영진에게 보고하고 최종 확정함
1,채용,1.5,연간 인력계획 수립,1.5.2,차년도 인력 수요 예측,,1.5.2.7,부서별 계획 공유 (Sharing),경영진 보고 완료된 차년도 인력 계획을 각 부서에 전달함
1,채용,1.6,연간 채용계획 수립,1.6.1,채용 목표 설정,"조직 전략과 인력 수요를 반영해 연간 채용 인원, 직무, 시기 등을 목표로 설정하는 업무",1.6.1.1,채용 수요 조사 요청 발송,BG/BU HR(또는 현업 부서)에 채용 수요 및 사유를 요청함
1,채용,1.6,연간 채용계획 수립,1.6.1,채용 목표 설정,,1.6.1.2,채용 수요 데이터 취합 및 검토,제출된 채용 수요 자료를 모아 검토·분석함
1,채용,1.6,연간 채용계획 수립,1.6.1,채용 목표 설정,,1.6.1.3,채용 수요 매핑,"연간 인력계획, 연간 사업계획을 고려하여 우선순위를 도출함"
1,채용,1.6,연간 채용계획 수립,1.6.1,채용 목표 설정,,1.6.1.4,채용 수요 협의,"각 조직과 조정된 채용 수요(직무, 인원 등)를 최종 협의함"
1,채용,1.6,연간 채용계획 수립,1.6.1,채용 목표 설정,,1.6.1.5,채용 세부 계획 수립,"연간 채용 일정, 실행 방법 등에 대한 세부적인 계획을 수립함"
1,채용,1.6,연간 채용계획 수립,1.6.1,채용 목표 설정,,1.6.1.6,채용 예산 사용 계획 수립,가 승인된 채용예산 내에서 실제 운영 시 소요 예상되는 비용 처리가 가능한지 검토
1,채용,1.6,연간 채용계획 수립,1.6.1,채용 목표 설정,,1.6.1.7,채용 예산 증액 요청 및 협의,(예산 부족 시) 재무 부서 협의를 통해 예산 증액 요청
1,채용,1.6,연간 채용계획 수립,1.6.2,채용 계획 보고 및 확정,협의된 채용 계획을 경영진에게 보고하여 최종 확정하고 관련 부서와 공유하는 업무,1.6.2.1,보고자료 작성,연간 채용 목표·예산·일정을 포함한 보고자료를 작성함
1,채용,1.6,연간 채용계획 수립,1.6.2,채용 계획 보고 및 확정,,1.6.2.2,경영진 보고 및 확정,최종 계획을 경영진에게 보고하고 확정함
1,채용,1.6,연간 채용계획 수립,1.6.2,채용 계획 보고 및 확정,,1.6.2.3,부서별 계획 공유,각 부서에 채용 계획을 전달하여 실행 준비를 지원함
1,채용,1.6,연간 채용계획 수립,1.6.3,연간 그룹 채용계획 보고,각 자회사 별 확정된 채용계획과 전년도 채용 실적을 취합하여 그룹 경영진에게 보고하는 업무,1.6.3.1,채용 실적/계획 공유 요청 발송,자회사 HR에 전년도 채용실적 및 차년도 채용계획 자료와 근거를 요청함
1,채용,1.6,연간 채용계획 수립,1.6.3,연간 그룹 채용계획 보고,,1.6.3.2,채용 실적/계획 데이터 정리,분석 기준에 맞춰 채용 실적/계획 데이터 Cleansing 및 정리
1,채용,1.6,연간 채용계획 수립,1.6.3,연간 그룹 채용계획 보고,,1.6.3.3,데이터 취합 및 검토,제출된 채용 실적과 채용계획 자료를 모아 검토·분석함
1,채용,1.6,연간 채용계획 수립,1.6.3,연간 그룹 채용계획 보고,,1.6.3.4,보고자료 작성,자회사 채용계획 숫자와 근거를포함한 보고자료를 작성함
1,채용,1.6,연간 채용계획 수립,1.6.3,연간 그룹 채용계획 보고,,1.6.3.5,경영진 보고 및 보고 결과 공유,"최종 계획을 경영진에게 보고하고, 피드백이 있는 경우 자회사에 공유"
1,채용,1.7,채용계획 Re-plan,1.7.1,연간 그룹 채용계획 보고,사업환경/조직운영 상 연간 채용계획의 변경이 필요한 경우 채용계획을 재검토하고 수정하는 업무,1.7.1.1,채용 수요 변경 수요 접수,유관부서를 통해 채용 수요 변경 요청을 접수
1,채용,1.7,채용계획 Re-plan,1.7.1,연간 그룹 채용계획 보고,,1.7.1.2,변경 사유 및 수요 검토,요청 사항에 대한 검토 진행 (유관부서 커뮤니케이션 포함)
1,채용,1.7,채용계획 Re-plan,1.7.1,연간 그룹 채용계획 보고,,1.7.1.3,채용계획 수정,"채용 규모/일정, 실행 방법 등 변경 필요사항을 반영하여 계획 수정"
1,채용,1.7,채용계획 Re-plan,1.7.1,연간 그룹 채용계획 보고,,1.7.1.4,채용계획 Re-plan 보고 (To 경영진),수정된 채용계획을 경영진에게 보고하고 확정함
1,채용,1.7,채용계획 Re-plan,1.7.1,연간 그룹 채용계획 보고,,1.7.1.5,부서별 계획 공유,"수정된 채용계획을 유관부서(지주, BG HR, 현업 등)에 공유"
1,채용,1.8,채용 실적 관리,1.8.1,채용 실적 관리,채용 실적을 취합하여 관리하고 보고하는 업무,1.8.1.1,채용 실적 관리,"채용 및 입사 실적을 관리하고, 해당 결과를 채용시스템과 개별 관리 파일(엑셀 등)에 업데이트함"
1,채용,1.8,채용 실적 관리,1.8.1,채용 실적 관리,,1.8.1.2,채용 실적 보고,채용 및 입사 실적을 정리하여 내부 보고함
1,채용,1.8,채용 실적 관리,1.8.1,채용 실적 관리,,1.8.1.3,채용 실적 공유,채용 및 입사 실적을 공유함 (반기/연간 or 요청 시)
1,채용,1.9,신입/인턴 채용,1.9.1,사전 준비,"신입(인턴) 채용 시, 채용 공고 전 준비해야 하는 기본 업무",1.9.1.1,신입 채용 수요 조사 요청 발송,BG/BU HR(또는 현업 부서)에 채용 수요 및 사유를 요청함
1,채용,1.9,신입/인턴 채용,1.9.1,사전 준비,,1.9.1.2,신입 채용 수요 데이터 취합 및 검토,제출된 채용 수요 자료를 모아 검토·분석함
1,채용,1.9,신입/인턴 채용,1.9.1,사전 준비,,1.9.1.3,신입 채용 수요 매핑,"연간 인력계획, 연간 사업계획을 고려하여 우선순위를 도출함"
1,채용,1.9,신입/인턴 채용,1.9.1,사전 준비,,1.9.1.4,신입 채용 수요 협의,"각 조직과 조정된 채용 수요(직무, 인원 등)를 최종 협의함"
1,채용,1.9,신입/인턴 채용,1.9.1,사전 준비,,1.9.1.5,신입 채용 세부 계획 수립,"신입 채용 시기, 인원, 방식, 홍보방안, 소요예산(견적 기반) 등 세부사항 계획 수립"
1,채용,1.9,신입/인턴 채용,1.9.1,사전 준비,,1.9.1.6,보고자료 작성,신입 채용 세부사항을 포함한 보고자료 작성
1,채용,1.9,신입/인턴 채용,1.9.1,사전 준비,,1.9.1.7,경영진 보고 및 확정,최종 계획을 경영진에게 보고하고 확정함
1,채용,1.9,신입/인턴 채용,1.9.1,사전 준비,,1.9.1.8,예산 품의 상신,신입 채용 소요 비용(예상)에 대한 사전 품의 상신
1,채용,1.9,신입/인턴 채용,1.9.2,채용 공고,모집 공고문을 작성하고 채용 시스템에 해당 내용을 업데이트 하는 업무(+협력업체 전달),1.9.2.1,모집분야 JD 작성 요청,BG/BU HR(또는 현업 부서)에 모집 분야 별 세부 JD 작성 요청
1,채용,1.9,신입/인턴 채용,1.9.2,채용 공고,,1.9.2.2,공고용 JD 작성,제출된 JD를 취합·검토하여 외부 공고용 JD로 수정함
1,채용,1.9,신입/인턴 채용,1.9.2,채용 공고,,1.9.2.3,DDI 사전 협의,"채용 일정, 서류 접수 기나 등에 대해 DDI 사전 협의 진행"
1,채용,1.9,신입/인턴 채용,1.9.2,채용 공고,,1.9.2.4,커리어두산 공고 게시 준비,"채용 일정, 지원자격, JD 등을 모두 포함하여 공고 오픈을 위한 시스템 작업 수행 (오류 사전 확인 등)"
1,채용,1.9,신입/인턴 채용,1.9.2,채용 공고,,1.9.2.5,커리어두산 공고 오픈,회사 공식 채용 홈페이지에 채용일정에 맞춰 기 작업한 채용 공고를 오픈
1,채용,1.9,신입/인턴 채용,1.9.2,채용 공고,,1.9.2.6,외부 업체 공고 전달/공유,외부 채용 포털에 채용 공고 오픈 사실을 전달·공유·업데이트함 (무료 광고 게재 등)
1,채용,1.9,신입/인턴 채용,1.9.3,서류접수,서류접수 기간 중 발생하는 업무,1.9.3.1,서류 접수 오류 대응,전형 중 발생하는 입사지원서 제출 관련 오류 발생 대응 (w. DDI)
1,채용,1.9,신입/인턴 채용,1.9.3,서류접수,,1.9.3.2,서류 접수 현황 체크 및 보고,"지원 현황 확인 및 보고 (필요 시, 추가 홍보 방안 검토)"
1,채용,1.9,신입/인턴 채용,1.9.3,서류접수,,1.9.3.3,서류제출 독려 문자 발송,입사지원서 미제출(작성 중) 인원 대상 서류지원 마감 일정 안내 및 서류 제출 독려 문자를 발송함
1,채용,1.9,신입/인턴 채용,1.9.3,서류접수,,1.9.3.4,서류접수 마감,"공지된 일정에 맞춰 서류접수 마감 (w.DDI,지주)"
1,채용,1.9,신입/인턴 채용,1.9.3,서류접수,,1.9.3.5,DBS 점수 추출,DBS 점수 추출
1,채용,1.9,신입/인턴 채용,1.9.4,"서류전형 (Essay, DBS 포함)","채용전형의 첫번째 단계로, 지원자에 대한 인적사항, 학력 등등 기본내역과 Essay, DBS 결과를 종합적으로 검토하여 서류결과(합/불)을 결정하는 업무",1.9.4.1,지원자 데이터 추출,전체 지원자 데이터 엑셀 추출 (이력서 기반 인사 정보 포함)
1,채용,1.9,신입/인턴 채용,1.9.4,"서류전형 (Essay, DBS 포함)",,1.9.4.2,지원자 지원자격 검토,"내부 기준에 따라 지원자격 충족 여부를 검토하여, 기준 미달자 제외"
1,채용,1.9,신입/인턴 채용,1.9.4,"서류전형 (Essay, DBS 포함)",,1.9.4.3,에세이 검토,"에세이 항목 등을 검토하여, 기준 미달자 제외"
1,채용,1.9,신입/인턴 채용,1.9.4,"서류전형 (Essay, DBS 포함)",,1.9.4.4,추천서 취합 및 반영,교수 추천서 인원 별도 반영 / 미공개 전형 지원자 이관
1,채용,1.9,신입/인턴 채용,1.9.4,"서류전형 (Essay, DBS 포함)",,1.9.4.5,서류 합격자 선정(1차) 및 보고,"입사지원서를 검토하여 각 자회사에서 서류전형 합/불을 1차 선정하고, 내부 보고함"
1,채용,1.9,신입/인턴 채용,1.9.4,"서류전형 (Essay, DBS 포함)",,1.9.4.6,서류 합격자 협의 (W.지주),서류합격자에 대해 지주와 협의하여 최종 합/불을 확정함
1,채용,1.9,신입/인턴 채용,1.9.4,"서류전형 (Essay, DBS 포함)",,1.9.4.7,서류전형 결과 사전보고,서류전형 결과에 대한 내부 보고를 진행함
1,채용,1.9,신입/인턴 채용,1.9.4,"서류전형 (Essay, DBS 포함)",,1.9.4.8,서류전형 결과 확정 및 시스템 반영,"서류ㅈㄴ형 결과를 채용 시스템에 반영하고, 결과 발표 준비(합/불 안내문 등)을 준비함"
1,채용,1.9,신입/인턴 채용,1.9.4,"서류전형 (Essay, DBS 포함)",,1.9.4.9,서류전형 결과 발표,채용 시스템을 통해 서류전형 서류전형 결과를 발표함
1,채용,1.9,신입/인턴 채용,1.9.4,"서류전형 (Essay, DBS 포함)",,1.9.4.10,서류전형 결과 확인 문자 발송,서류전형 결과 발표 확인을 독려하는 문자를 발송함
1,채용,1.9,신입/인턴 채용,1.9.5,DCAT (인적성 검사),"채용 전형의 두번째 단계로 서류합격인원의 DCAT 응시를 준비하고, DCAT 결과에 따라 해당 전형의 합격자를 선발하는 업무",1.9.5.1,DCAT Case 선정,DCAT 응시자의 과거 응시이력 등을 고려하여 해당 채용 전형에서 사용할 Case를 선정함 (w. ACG)
1,채용,1.9,신입/인턴 채용,1.9.5,DCAT (인적성 검사),,1.9.5.2,DCAT 운영 사전 준비,"DCAT 운영업체(ACG)와 DCAT 운영을 위한 협의 등을 진행함 (일정, 인원, 시스템 세팅 등)"
1,채용,1.9,신입/인턴 채용,1.9.5,DCAT (인적성 검사),,1.9.5.3,DCAT 운영 상세계획 수립,"DCAT 일정/장소/방법 등을 최종 확정하고, 지원자 별 일정(차수)를 계획함"
1,채용,1.9,신입/인턴 채용,1.9.5,DCAT (인적성 검사),,1.9.5.4,DCAT 일정 안내 (=서류 결과 발표 or 별도 안내),"지원자 별 사전점검(온라인 접속, ACG 진행) 및 DCAT 일정을 안내함"
